average_rssi,rssi_variance,snr,average_snr,sf,tp,location_id
-120.0,0.6496000000000001,-19.0,-19.0,12.0,2.0,360
-122.0,0.6324000000000001,-20.0,-20.0,12.0,2.0,360
-122.0,0.5716000000000001,-20.0,-20.0,12.0,2.0,360
-122.0,0.3684,-21.0,-21.0,12.0,2.0,360
-121.0,0.5104,-20.0,-20.0,12.0,2.0,360
-123.0,0.4096000000000001,-21.0,-21.0,12.0,2.0,360
-123.0,0.8835999999999998,-21.0,-21.0,12.0,2.0,360
-124.0,0.6884000000000003,-22.0,-22.0,12.0,2.0,360
-123.0,0.6884000000000003,-21.0,-21.0,12.0,2.0,360
-121.0,0.9044,-20.0,-20.0,12.0,2.0,360
-121.0,0.56,-20.0,-20.0,12.0,2.0,360
-122.0,0.8403999999999999,-20.0,-20.0,12.0,2.0,360
-122.0,0.5264,-20.0,-20.0,12.0,2.0,360
-120.0,0.5636,-19.0,-19.0,12.0,2.0,360
-122.0,0.5696000000000001,-21.0,-21.0,12.0,2.0,360
-123.0,0.6496000000000001,-21.0,-21.0,12.0,2.0,360
-122.0,0.6896000000000001,-21.0,-21.0,12.0,2.0,360
-125.0,0.5296000000000001,-23.0,-23.0,12.0,2.0,360
-131.0,0.6899999999999998,-16.0,-16.0,12.0,2.0,366.0
-132.0,0.5904,-17.0,-17.0,12.0,2.0,366.0
-132.0,0.7504,-17.0,-17.0,12.0,2.0,366.0
-131.0,0.8656,-16.0,-16.0,12.0,2.0,366.0
-131.0,0.4084,-16.0,-16.0,12.0,2.0,366.0
-131.0,0.6899999999999998,-15.0,-15.0,12.0,2.0,366.0
-130.0,0.7504,-15.0,-15.0,12.0,2.0,366.0
-131.0,0.6864000000000001,-16.0,-16.0,12.0,2.0,366.0
-134.0,0.4976,-19.0,-19.0,12.0,2.0,366.0
-131.0,0.4756,-15.0,-15.0,12.0,2.0,366.0
-133.0,0.4224,-17.0,-17.0,12.0,2.0,366.0
-131.0,0.6703999999999999,-15.0,-15.0,12.0,2.0,366.0
-131.0,0.9664,-16.0,-16.0,12.0,2.0,366.0
-130.0,0.5696000000000001,-15.0,-15.0,12.0,2.0,366.0
-129.0,0.6036,-14.0,-14.0,12.0,2.0,366.0
-130.0,0.6436,-15.0,-15.0,12.0,2.0,366.0
-131.0,0.6644,-16.0,-16.0,12.0,2.0,366.0
-129.0,0.6899999999999998,-14.0,-14.0,12.0,2.0,366.0
-132.0,0.5376000000000001,-16.0,-16.0,12.0,2.0,366.0
-130.0,0.4724,-15.0,-15.0,12.0,2.0,366.0
-130.0,0.5744,-15.0,-15.0,12.0,2.0,370
-127.0,0.4784,-12.0,-12.0,12.0,2.0,370
-129.0,0.5056,-14.0,-14.0,12.0,2.0,370
-137.0,0.6784000000000003,-22.0,-22.0,12.0,2.0,370
-132.0,0.7364,-17.0,-17.0,12.0,2.0,370
-132.0,0.7456,-17.0,-17.0,12.0,2.0,370
-133.0,0.4724,-18.0,-18.0,12.0,2.0,370
-135.0,0.8784000000000003,-20.0,-20.0,12.0,2.0,370
-136.0,0.8403999999999999,-20.0,-20.0,12.0,2.0,370
-130.0,0.64,-14.0,-14.0,12.0,2.0,370
-133.0,0.6084,-17.0,-17.0,12.0,2.0,370
-133.0,0.4916000000000001,-18.0,-18.0,12.0,2.0,370
-128.0,0.8099999999999998,-15.0,-15.0,12.0,2.0,370
-130.0,0.72,-15.0,-15.0,12.0,2.0,370
-130.0,0.6544,-15.0,-15.0,12.0,2.0,370
-130.0,0.6964,-15.0,-15.0,12.0,2.0,370
-131.0,0.8256,-16.0,-16.0,12.0,2.0,370
-130.0,0.8384000000000001,-15.0,-15.0,12.0,2.0,370
-134.0,0.7956,-19.0,-19.0,12.0,2.0,370
-135.0,0.8335999999999999,-19.0,-19.0,12.0,2.0,370
-134.0,0.7376000000000001,-18.0,-18.0,12.0,2.0,point1
-138.0,0.6899999999999998,-23.0,-23.0,12.0,2.0,point1
-139.0,0.49,-24.0,-24.0,12.0,2.0,point1
-135.0,0.5956,-19.0,-19.0,12.0,2.0,point1
-139.0,0.6096,-24.0,-24.0,12.0,2.0,point1
-132.0,0.5344,-17.0,-17.0,12.0,2.0,point1
-135.0,0.8303999999999998,-20.0,-20.0,12.0,2.0,point1
-133.0,0.4416000000000001,-17.0,-17.0,12.0,2.0,point1
-135.0,0.7903999999999998,-19.0,-19.0,12.0,2.0,point1
-133.0,0.5476000000000001,-18.0,-18.0,12.0,2.0,point1
-136.0,0.73,-21.0,-21.0,12.0,2.0,point1
-138.0,0.8096000000000001,-23.0,-23.0,12.0,2.0,point1
-67.0,0.0,7.0,7.0,7.0,2.0,1m
-56.0,0.888888888888889,6.0,6.0,7.0,2.0,1m
-57.0,0.2222222222222222,6.0,6.0,7.0,2.0,1m
-56.0,0.2222222222222222,6.0,6.0,7.0,2.0,1m
-56.0,0.0,6.0,6.0,7.0,2.0,1m
-57.0,0.2222222222222222,6.0,6.0,7.0,2.0,1m
-57.0,0.2222222222222222,6.0,6.0,7.0,2.0,1m
-57.0,0.888888888888889,6.0,6.0,7.0,2.0,1m
-57.0,0.2222222222222222,6.0,6.0,7.0,2.0,1m
-56.0,0.2222222222222222,6.0,6.0,7.0,2.0,1m
-57.0,0.6666666666666666,6.0,6.0,7.0,2.0,1m
-57.0,0.2222222222222222,6.0,6.0,7.0,2.0,1m
-57.0,0.0,6.0,6.0,7.0,2.0,1m
-57.0,0.888888888888889,6.0,6.0,7.0,2.0,1m
-56.0,0.2222222222222222,7.0,7.0,7.0,2.0,1m
-55.0,0.0,7.0,7.0,7.0,2.0,1m
-55.0,0.2222222222222222,7.0,7.0,7.0,2.0,1m
-55.0,0.2222222222222222,7.0,7.0,7.0,2.0,1m
-55.0,0.0,7.0,7.0,7.0,2.0,1m
-55.0,0.0,7.0,7.0,7.0,2.0,1m
-107.0,0.0,0.0,0.0,7.0,2.0,306-304
-99.0,0.2222222222222222,6.0,6.0,7.0,2.0,306-304
-99.0,0.2222222222222222,5.0,5.0,7.0,2.0,306-304
-99.0,0.0,5.0,5.0,7.0,2.0,306-304
-99.0,0.0,5.0,5.0,7.0,2.0,306-304
-99.0,0.2222222222222222,5.0,5.0,7.0,2.0,306-304
-99.0,0.2222222222222222,5.0,5.0,7.0,2.0,306-304
-98.0,0.2222222222222222,5.0,5.0,7.0,2.0,306-304
-96.0,0.2222222222222222,6.0,6.0,7.0,2.0,306-304
-99.0,0.2222222222222222,5.0,5.0,7.0,2.0,306-304
-100.0,0.0,5.0,5.0,7.0,2.0,306-304
-105.0,0.0,3.0,3.0,7.0,2.0,306-304
-99.0,0.2222222222222222,5.0,5.0,7.0,2.0,306-304
-99.0,0.0,6.0,6.0,7.0,2.0,306-304
-99.0,0.2222222222222222,5.0,5.0,7.0,2.0,306-304
-99.0,0.0,5.0,5.0,7.0,2.0,306-304
-99.0,0.0,5.0,5.0,7.0,2.0,306-304
-99.0,0.6666666666666666,5.0,5.0,7.0,2.0,306-304
-99.0,0.2222222222222222,6.0,6.0,7.0,2.0,306-304
-99.0,0.2222222222222222,5.0,5.0,7.0,2.0,306-304
-100.0,0.2222222222222222,6.0,6.0,7.0,2.0,306-304
-101.0,0.0,5.0,5.0,7.0,2.0,306-304
-102.0,0.0,5.0,5.0,7.0,2.0,306-304
-94.0,0.0,6.0,6.0,7.0,2.0,306-304
-102.0,0.2222222222222222,5.0,5.0,7.0,2.0,306-304
-111.0,0.0,-2.0,-2.0,7.0,2.0,308
-104.0,0.2222222222222222,3.0,3.0,7.0,2.0,308
-101.0,0.0,5.0,5.0,7.0,2.0,308
-107.0,0.2222222222222222,0.0,0.0,7.0,2.0,308
-106.0,0.0,1.0,1.0,7.0,2.0,308
-105.0,0.0,2.0,2.0,7.0,2.0,308
-109.0,0.2222222222222222,-1.0,-1.0,7.0,2.0,308
-106.0,0.0,1.0,1.0,7.0,2.0,308
-107.0,0.0,0.0,0.0,7.0,2.0,308
-107.0,0.0,1.0,1.0,7.0,2.0,308
-107.0,0.2222222222222222,1.0,1.0,7.0,2.0,308
-107.0,0.0,0.0,0.0,7.0,2.0,308
-107.0,0.0,1.0,1.0,7.0,2.0,308
-106.0,0.0,1.0,1.0,7.0,2.0,308
-107.0,0.0,1.0,1.0,7.0,2.0,308
-106.0,0.0,2.0,2.0,7.0,2.0,308
-107.0,0.0,1.0,1.0,7.0,2.0,308
-106.0,0.0,2.0,2.0,7.0,2.0,308
-107.0,0.888888888888889,2.0,2.0,7.0,2.0,308
-106.0,0.0,1.0,1.0,7.0,2.0,308
-107.0,0.888888888888889,2.0,2.0,7.0,2.0,308
-106.0,0.2222222222222222,1.0,1.0,7.0,2.0,308
-107.0,0.2222222222222222,1.0,1.0,7.0,2.0,308
-106.0,0.0,1.0,1.0,7.0,2.0,308
-110.0,0.0,-2.0,-2.0,7.0,2.0,308
-116.0,0.2222222222222222,-6.0,-6.0,7.0,2.0,312
-106.0,0.2222222222222222,3.0,3.0,7.0,2.0,312
-100.0,0.0,6.0,6.0,7.0,2.0,312
-104.0,0.2222222222222222,4.0,4.0,7.0,2.0,312
-105.0,0.2222222222222222,3.0,3.0,7.0,2.0,312
-105.0,0.0,3.0,3.0,7.0,2.0,312
-105.0,0.2222222222222222,3.0,3.0,7.0,2.0,312
-105.0,0.0,3.0,3.0,7.0,2.0,312
-105.0,0.0,3.0,3.0,7.0,2.0,312
-102.0,0.0,5.0,5.0,7.0,2.0,312
-105.0,0.0,3.0,3.0,7.0,2.0,312
-105.0,0.2222222222222222,3.0,3.0,7.0,2.0,312
-106.0,0.2222222222222222,1.0,1.0,7.0,2.0,312
-105.0,0.0,2.0,2.0,7.0,2.0,312
-104.0,0.0,4.0,4.0,7.0,2.0,312
-103.0,0.0,5.0,5.0,7.0,2.0,312
-105.0,0.2222222222222222,3.0,3.0,7.0,2.0,312
-105.0,0.2222222222222222,2.0,2.0,7.0,2.0,312
-103.0,0.2222222222222222,5.0,5.0,7.0,2.0,312
-102.0,0.2222222222222222,5.0,5.0,7.0,2.0,312
-101.0,0.0,5.0,5.0,7.0,2.0,312
-101.0,0.2222222222222222,5.0,5.0,7.0,2.0,312
-102.0,0.0,5.0,5.0,7.0,2.0,312
-102.0,0.0,5.0,5.0,7.0,2.0,312
-103.0,0.0,5.0,5.0,7.0,2.0,312
-107.0,0.0,1.0,1.0,7.0,2.0,322.0
-93.0,0.2222222222222222,7.0,7.0,7.0,2.0,322.0
-93.0,0.0,6.0,6.0,7.0,2.0,322.0
-93.0,0.0,6.0,6.0,7.0,2.0,322.0
-93.0,0.0,6.0,6.0,7.0,2.0,322.0
-89.0,0.0,7.0,7.0,7.0,2.0,322.0
-96.0,0.0,6.0,6.0,7.0,2.0,322.0
-88.0,0.2222222222222222,6.0,6.0,7.0,2.0,322.0
-94.0,0.0,6.0,6.0,7.0,2.0,322.0
-93.0,0.2222222222222222,7.0,7.0,7.0,2.0,322.0
-93.0,0.0,7.0,7.0,7.0,2.0,322.0
-94.0,0.2222222222222222,8.0,8.0,7.0,2.0,322.0
-94.0,0.2222222222222222,7.0,7.0,7.0,2.0,322.0
-95.0,0.2222222222222222,6.0,6.0,7.0,2.0,322.0
-94.0,0.0,6.0,6.0,7.0,2.0,322.0
-98.0,0.2222222222222222,5.0,5.0,7.0,2.0,322.0
-94.0,0.2222222222222222,7.0,7.0,7.0,2.0,322.0
-94.0,0.0,6.0,6.0,7.0,2.0,322.0
-94.0,0.2222222222222222,7.0,7.0,7.0,2.0,322.0
-95.0,0.0,6.0,6.0,7.0,2.0,322.0
-94.0,0.2222222222222222,6.0,6.0,7.0,2.0,322.0
-95.0,0.0,6.0,6.0,7.0,2.0,322.0
-94.0,0.2222222222222222,6.0,6.0,7.0,2.0,322.0
-93.0,0.2222222222222222,6.0,6.0,7.0,2.0,322.0
-101.0,0.888888888888889,2.0,2.0,7.0,2.0,322.0
-91.0,0.888888888888889,6.0,6.0,7.0,2.0,328
-88.0,0.0,7.0,7.0,7.0,2.0,328
-89.0,0.2222222222222222,7.0,7.0,7.0,2.0,328
-89.0,0.0,7.0,7.0,7.0,2.0,328
-89.0,0.0,6.0,6.0,7.0,2.0,328
-90.0,0.0,6.0,6.0,7.0,2.0,328
-89.0,0.0,3.0,3.0,7.0,2.0,328
-89.0,0.2222222222222222,7.0,7.0,7.0,2.0,328
-89.0,0.0,6.0,6.0,7.0,2.0,328
-89.0,0.2222222222222222,7.0,7.0,7.0,2.0,328
-89.0,0.2222222222222222,7.0,7.0,7.0,2.0,328
-89.0,0.2222222222222222,6.0,6.0,7.0,2.0,328
-89.0,0.888888888888889,7.0,7.0,7.0,2.0,328
-89.0,0.0,7.0,7.0,7.0,2.0,328
-89.0,0.2222222222222222,7.0,7.0,7.0,2.0,328
-89.0,0.0,6.0,6.0,7.0,2.0,328
-89.0,0.0,7.0,7.0,7.0,2.0,328
-89.0,0.0,6.0,6.0,7.0,2.0,328
-92.0,0.0,7.0,7.0,7.0,2.0,328
-94.0,0.0,6.0,6.0,7.0,2.0,328
-74.0,0.0,6.0,6.0,7.0,2.0,330
-62.0,0.2222222222222222,6.0,6.0,7.0,2.0,330
-62.0,0.2222222222222222,7.0,7.0,7.0,2.0,330
-62.0,0.0,6.0,6.0,7.0,2.0,330
-62.0,0.2222222222222222,6.0,6.0,7.0,2.0,330
-61.0,0.0,6.0,6.0,7.0,2.0,330
-62.0,0.888888888888889,6.0,6.0,7.0,2.0,330
-62.0,0.0,6.0,6.0,7.0,2.0,330
-62.0,0.0,6.0,6.0,7.0,2.0,330
-62.0,0.6666666666666666,7.0,7.0,7.0,2.0,330
-62.0,0.2222222222222222,6.0,6.0,7.0,2.0,330
-62.0,0.2222222222222222,6.0,6.0,7.0,2.0,330
-62.0,0.0,6.0,6.0,7.0,2.0,330
-61.0,0.2222222222222222,6.0,6.0,7.0,2.0,330
-62.0,1.5555555555555554,6.0,6.0,7.0,2.0,330
-62.0,2.0,6.0,6.0,7.0,2.0,330
-64.0,0.0,6.0,6.0,7.0,2.0,330
-62.0,0.2222222222222222,6.0,6.0,7.0,2.0,330
-64.0,0.6666666666666666,7.0,7.0,7.0,2.0,330
-72.0,0.2222222222222222,6.0,6.0,7.0,2.0,330
-73.0,0.0,7.0,7.0,7.0,2.0,334
-69.0,0.2222222222222222,6.0,6.0,7.0,2.0,334
-70.0,0.0,7.0,7.0,7.0,2.0,334
-69.0,0.6666666666666666,6.0,6.0,7.0,2.0,334
-72.0,0.2222222222222222,6.0,6.0,7.0,2.0,334
-69.0,0.0,6.0,6.0,7.0,2.0,334
-69.0,0.0,6.0,6.0,7.0,2.0,334
-69.0,0.0,6.0,6.0,7.0,2.0,334
-69.0,2.0,6.0,6.0,7.0,2.0,334
-69.0,0.0,6.0,6.0,7.0,2.0,334
-70.0,0.2222222222222222,6.0,6.0,7.0,2.0,334
-71.0,0.2222222222222222,7.0,7.0,7.0,2.0,334
-68.0,0.2222222222222222,6.0,6.0,7.0,2.0,334
-68.0,0.0,6.0,6.0,7.0,2.0,334
-70.0,0.888888888888889,6.0,6.0,7.0,2.0,334
-69.0,0.0,6.0,6.0,7.0,2.0,334
-71.0,0.2222222222222222,7.0,7.0,7.0,2.0,334
-85.0,0.6666666666666666,7.0,7.0,7.0,2.0,334
-73.0,0.0,7.0,7.0,7.0,2.0,334
-76.0,0.6666666666666666,7.0,7.0,7.0,2.0,334
-82.0,0.2222222222222222,7.0,7.0,7.0,2.0,336
-77.0,0.6666666666666666,7.0,7.0,7.0,2.0,336
-78.0,0.0,7.0,7.0,7.0,2.0,336
-77.0,0.0,6.0,6.0,7.0,2.0,336
-77.0,0.888888888888889,6.0,6.0,7.0,2.0,336
-77.0,0.2222222222222222,7.0,7.0,7.0,2.0,336
-78.0,0.2222222222222222,7.0,7.0,7.0,2.0,336
-78.0,0.2222222222222222,6.0,6.0,7.0,2.0,336
-83.0,0.6666666666666666,7.0,7.0,7.0,2.0,336
-77.0,0.2222222222222222,7.0,7.0,7.0,2.0,336
-81.0,0.2222222222222222,6.0,6.0,7.0,2.0,336
-81.0,0.2222222222222222,6.0,6.0,7.0,2.0,336
-78.0,0.2222222222222222,6.0,6.0,7.0,2.0,336
-77.0,0.2222222222222222,7.0,7.0,7.0,2.0,336
-78.0,0.2222222222222222,7.0,7.0,7.0,2.0,336
-77.0,0.0,6.0,6.0,7.0,2.0,336
-77.0,0.0,7.0,7.0,7.0,2.0,336
-77.0,0.2222222222222222,7.0,7.0,7.0,2.0,336
-77.0,0.0,7.0,7.0,7.0,2.0,336
-78.0,0.0,6.0,6.0,7.0,2.0,336
-93.0,0.0,6.0,6.0,7.0,2.0,340
-85.0,0.2222222222222222,6.0,6.0,7.0,2.0,340
-85.0,0.2222222222222222,6.0,6.0,7.0,2.0,340
-85.0,0.2222222222222222,6.0,6.0,7.0,2.0,340
-85.0,0.2222222222222222,6.0,6.0,7.0,2.0,340
-85.0,0.0,7.0,7.0,7.0,2.0,340
-85.0,0.0,6.0,6.0,7.0,2.0,340
-85.0,0.888888888888889,6.0,6.0,7.0,2.0,340
-85.0,0.0,6.0,6.0,7.0,2.0,340
-85.0,0.888888888888889,7.0,7.0,7.0,2.0,340
-86.0,0.2222222222222222,6.0,6.0,7.0,2.0,340
-85.0,0.2222222222222222,6.0,6.0,7.0,2.0,340
-85.0,0.6666666666666666,6.0,6.0,7.0,2.0,340
-85.0,0.6666666666666666,6.0,6.0,7.0,2.0,340
-86.0,0.2222222222222222,6.0,6.0,7.0,2.0,340
-85.0,0.0,6.0,6.0,7.0,2.0,340
-86.0,0.2222222222222222,6.0,6.0,7.0,2.0,340
-86.0,0.0,6.0,6.0,7.0,2.0,340
-86.0,0.2222222222222222,6.0,6.0,7.0,2.0,340
-96.0,0.0,6.0,6.0,7.0,2.0,340
-98.0,0.0,6.0,6.0,7.0,2.0,344
-93.0,0.0,7.0,7.0,7.0,2.0,344
-94.0,0.0,6.0,6.0,7.0,2.0,344
-94.0,0.2222222222222222,6.0,6.0,7.0,2.0,344
-95.0,0.0,6.0,6.0,7.0,2.0,344
-94.0,0.0,6.0,6.0,7.0,2.0,344
-94.0,0.2222222222222222,7.0,7.0,7.0,2.0,344
-93.0,0.0,6.0,6.0,7.0,2.0,344
-94.0,0.2222222222222222,7.0,7.0,7.0,2.0,344
-94.0,0.2222222222222222,7.0,7.0,7.0,2.0,344
-94.0,0.0,7.0,7.0,7.0,2.0,344
-94.0,0.2222222222222222,7.0,7.0,7.0,2.0,344
-94.0,0.2222222222222222,7.0,7.0,7.0,2.0,344
-94.0,0.2222222222222222,7.0,7.0,7.0,2.0,344
-94.0,0.0,7.0,7.0,7.0,2.0,344
-94.0,0.2222222222222222,6.0,6.0,7.0,2.0,344
-95.0,0.0,6.0,6.0,7.0,2.0,344
-94.0,0.2222222222222222,6.0,6.0,7.0,2.0,344
-94.0,0.2222222222222222,7.0,7.0,7.0,2.0,344
-103.0,0.2222222222222222,5.0,5.0,7.0,2.0,344
-87.0,0.2222222222222222,7.0,7.0,7.0,2.0,350
-85.0,0.6666666666666666,6.0,6.0,7.0,2.0,350
-85.0,0.2222222222222222,7.0,7.0,7.0,2.0,350
-85.0,0.6666666666666666,6.0,6.0,7.0,2.0,350
-85.0,0.6666666666666666,6.0,6.0,7.0,2.0,350
-85.0,0.2222222222222222,6.0,6.0,7.0,2.0,350
-85.0,0.2222222222222222,7.0,7.0,7.0,2.0,350
-85.0,0.0,6.0,6.0,7.0,2.0,350
-85.0,0.2222222222222222,6.0,6.0,7.0,2.0,350
-85.0,0.2222222222222222,7.0,7.0,7.0,2.0,350
-86.0,0.888888888888889,6.0,6.0,7.0,2.0,350
-89.0,0.2222222222222222,7.0,7.0,7.0,2.0,350
-86.0,0.6666666666666666,6.0,6.0,7.0,2.0,350
-86.0,0.888888888888889,6.0,6.0,7.0,2.0,350
-89.0,0.0,7.0,7.0,7.0,2.0,350
-94.0,0.0,6.0,6.0,7.0,2.0,350
-86.0,0.2222222222222222,7.0,7.0,7.0,2.0,350
-85.0,0.2222222222222222,6.0,6.0,7.0,2.0,350
-87.0,0.2222222222222222,6.0,6.0,7.0,2.0,350
-88.0,0.0,6.0,6.0,7.0,2.0,350
-92.0,0.2222222222222222,6.0,6.0,7.0,2.0,354
-89.0,0.0,6.0,6.0,7.0,2.0,354
-90.0,0.0,7.0,7.0,7.0,2.0,354
-89.0,0.2222222222222222,6.0,6.0,7.0,2.0,354
-89.0,0.2222222222222222,6.0,6.0,7.0,2.0,354
-89.0,0.2222222222222222,7.0,7.0,7.0,2.0,354
-99.0,0.6666666666666666,5.0,5.0,7.0,2.0,354
-89.0,0.0,6.0,6.0,7.0,2.0,354
-90.0,0.2222222222222222,6.0,6.0,7.0,2.0,354
-89.0,0.2222222222222222,6.0,6.0,7.0,2.0,354
-90.0,0.2222222222222222,7.0,7.0,7.0,2.0,354
-98.0,0.0,6.0,6.0,7.0,2.0,354
-90.0,0.0,6.0,6.0,7.0,2.0,354
-89.0,0.0,7.0,7.0,7.0,2.0,354
-90.0,0.0,7.0,7.0,7.0,2.0,354
-90.0,1.5555555555555556,6.0,6.0,7.0,2.0,354
-92.0,0.2222222222222222,6.0,6.0,7.0,2.0,354
-95.0,0.2222222222222222,6.0,6.0,7.0,2.0,354
-91.0,0.888888888888889,6.0,6.0,7.0,2.0,354
-101.0,0.0,6.0,6.0,7.0,2.0,354
-120.0,0.0,-10.0,-10.0,7.0,2.0,356
-119.0,0.0,-8.0,-8.0,7.0,2.0,356
-120.0,0.0,-9.0,-9.0,7.0,2.0,356
-120.0,0.0,-9.0,-9.0,7.0,2.0,356
-120.0,0.2222222222222222,-9.0,-9.0,7.0,2.0,356
-119.0,0.0,-8.0,-8.0,7.0,2.0,356
-120.0,0.0,-9.0,-9.0,7.0,2.0,356
-121.0,0.0,-9.0,-9.0,7.0,2.0,356
-119.0,0.0,-8.0,-8.0,7.0,2.0,356
-121.0,0.2222222222222222,-9.0,-9.0,7.0,2.0,356
-121.0,0.0,-10.0,-10.0,7.0,2.0,356
-121.0,0.0,-10.0,-10.0,7.0,2.0,356
-120.0,0.2222222222222222,-9.0,-9.0,7.0,2.0,356
-121.0,0.2222222222222222,-10.0,-10.0,7.0,2.0,356
-66.0,2.6115702479338845,7.0,7.0,8.0,2.0,1m
-57.0,0.1983471074380165,8.0,8.0,8.0,2.0,1m
-56.0,0.3801652892561983,8.0,8.0,8.0,2.0,1m
-55.0,1.6363636363636365,8.0,8.0,8.0,2.0,1m
-56.0,2.198347107438016,8.0,8.0,8.0,2.0,1m
-57.0,1.900826446280992,8.0,8.0,8.0,2.0,1m
-57.0,1.3388429752066118,8.0,8.0,8.0,2.0,1m
-56.0,2.56198347107438,8.0,8.0,8.0,2.0,1m
-56.0,2.0165289256198347,8.0,8.0,8.0,2.0,1m
-55.0,2.958677685950413,8.0,8.0,8.0,2.0,1m
-56.0,0.6115702479338844,8.0,8.0,8.0,2.0,1m
-56.0,1.322314049586777,8.0,8.0,8.0,2.0,1m
-56.0,1.5206611570247934,8.0,8.0,8.0,2.0,1m
-56.0,1.322314049586777,8.0,8.0,8.0,2.0,1m
-57.0,0.9586776859504134,8.0,8.0,8.0,2.0,1m
-55.0,1.2396694214876034,8.0,8.0,8.0,2.0,1m
-56.0,1.0578512396694215,8.0,8.0,8.0,2.0,1m
-57.0,0.6115702479338844,8.0,8.0,8.0,2.0,1m
-56.0,1.355371900826446,8.0,8.0,8.0,2.0,1m
-56.0,1.0578512396694213,8.0,8.0,8.0,2.0,1m
-56.0,2.0165289256198347,8.0,8.0,8.0,2.0,1m
-55.0,0.5950413223140496,8.0,8.0,8.0,2.0,1m
-55.0,0.5454545454545454,7.0,7.0,8.0,2.0,1m
-55.0,2.148760330578512,8.0,8.0,8.0,2.0,1m
-55.0,1.2396694214876032,8.0,8.0,8.0,2.0,1m
-55.0,2.59504132231405,8.0,8.0,8.0,2.0,1m
-55.0,1.9669421487603305,8.0,8.0,8.0,2.0,1m
-55.0,0.4132231404958676,8.0,8.0,8.0,2.0,1m
-55.0,0.3305785123966942,8.0,8.0,8.0,2.0,1m
-55.0,0.6115702479338844,8.0,8.0,8.0,2.0,1m
-55.0,1.6363636363636365,8.0,8.0,8.0,2.0,1m
-54.0,1.471074380165289,8.0,8.0,8.0,2.0,1m
-55.0,0.7272727272727273,8.0,8.0,8.0,2.0,1m
-55.0,0.743801652892562,8.0,8.0,8.0,2.0,1m
-55.0,2.446280991735537,7.0,7.0,8.0,2.0,1m
-54.0,1.471074380165289,7.0,7.0,8.0,2.0,1m
-56.0,1.537190082644628,8.0,8.0,8.0,2.0,1m
-57.0,1.322314049586777,7.0,7.0,8.0,2.0,1m
-57.0,0.7768595041322314,7.0,7.0,8.0,2.0,1m
-58.0,1.5206611570247934,8.0,8.0,8.0,2.0,1m
-57.0,0.6942148760330578,8.0,8.0,8.0,2.0,1m
-57.0,2.0826446280991737,8.0,8.0,8.0,2.0,1m
-59.0,1.1735537190082643,8.0,8.0,8.0,2.0,1m
-59.0,0.975206611570248,8.0,8.0,8.0,2.0,1m
-59.0,0.5950413223140496,8.0,8.0,8.0,2.0,1m
-60.0,1.322314049586777,8.0,8.0,8.0,2.0,1m
-59.0,1.1735537190082643,8.0,8.0,8.0,2.0,1m
-59.0,0.512396694214876,8.0,8.0,8.0,2.0,1m
-59.0,0.3801652892561983,8.0,8.0,8.0,2.0,1m
-58.0,1.7190082644628104,8.0,8.0,8.0,2.0,1m
-60.0,2.56198347107438,8.0,8.0,8.0,2.0,1m
-60.0,1.6363636363636365,8.0,8.0,8.0,2.0,1m
-59.0,1.5206611570247934,8.0,8.0,8.0,2.0,1m
-59.0,0.512396694214876,8.0,8.0,8.0,2.0,1m
-60.0,0.5950413223140496,7.0,7.0,8.0,2.0,1m
-55.0,2.925619834710744,7.0,7.0,8.0,2.0,1m
-56.0,1.0909090909090908,7.0,7.0,8.0,2.0,1m
-56.0,2.8760330578512394,8.0,8.0,8.0,2.0,1m
-54.0,1.7851239669421488,8.0,8.0,8.0,2.0,1m
-55.0,2.925619834710744,8.0,8.0,8.0,2.0,1m
-55.0,1.6859504132231409,8.0,8.0,8.0,2.0,1m
-55.0,0.8760330578512395,8.0,8.0,8.0,2.0,1m
-55.0,1.355371900826446,7.0,7.0,8.0,2.0,1m
-55.0,0.975206611570248,8.0,8.0,8.0,2.0,1m
-56.0,2.0826446280991737,7.0,7.0,8.0,2.0,1m
-56.0,0.975206611570248,8.0,8.0,8.0,2.0,1m
-55.0,2.7933884297520666,8.0,8.0,8.0,2.0,1m
-55.0,1.1074380165289257,8.0,8.0,8.0,2.0,1m
-55.0,0.1983471074380165,8.0,8.0,8.0,2.0,1m
-55.0,1.884297520661157,8.0,8.0,8.0,2.0,1m
-55.0,2.7933884297520666,7.0,7.0,8.0,2.0,1m
-55.0,0.628099173553719,7.0,7.0,8.0,2.0,1m
-55.0,0.1983471074380165,8.0,8.0,8.0,2.0,1m
-55.0,0.7933884297520662,8.0,8.0,8.0,2.0,1m
-56.0,0.7768595041322315,8.0,8.0,8.0,2.0,1m
-55.0,1.884297520661157,8.0,8.0,8.0,2.0,1m
-56.0,0.7768595041322314,8.0,8.0,8.0,2.0,1m
-56.0,0.9586776859504134,8.0,8.0,8.0,2.0,1m
-59.0,0.6115702479338844,8.0,8.0,8.0,2.0,1m
-59.0,0.9917355371900826,8.0,8.0,8.0,2.0,1m
-120.0,0.5950413223140495,-9.0,-9.0,8.0,2.0,302
-120.0,1.2892561983471074,-9.0,-9.0,8.0,2.0,302
-119.0,0.1487603305785124,-8.0,-8.0,8.0,2.0,302
-123.0,0.0826446280991735,-11.0,-11.0,8.0,2.0,302
-117.0,0.2479338842975206,-7.0,-7.0,8.0,2.0,302
